STATIC USAGE ANALYSIS - 33619 symbols
==================================================
 561.     21 "compiler/rustc_trait_selection/src/traits/mod.rs"
 562.     21 sort
 563.     21 is_zst
 564.     21 fold
 565.     21 "compiler/rustc_hir_analysis/src/collect/predicates_of.rs"
 566.     21 get_all_attrs
 567.     21 hir_id
 568.     21 "compiler/rustc_hir_typeck/src/upvar.rs"
 569.     21 max
 570.     21 "goal"
 571.     21 file_name
 572.     21 const_conditions
 573.     21 skip
 574.     21 erase_and_anonymize_regions
 575.     21 TypeOutlives
 576.     21 exists
 577.     20 HostEffect
 578.     20 "compiler/rustc_borrowck/src/type_check/liveness/trace.rs"
 579.     20 visit_pat
 580.     20 as_path
 581.     20 __INIT
 582.     20 clear
 583.     20 mk_fn_sig
 584.     20 "rustc_middle::ty::normalize_erasing_regions"
 585.     20 "rustc_mir_transform::sroa"
 586.     20 ge
 587.     20 "rustc_hir_analysis::collect::type_of::opaque"
 588.     20 id
 589.     20 "rustc_mir_build::builder::scope"
 590.     20 successors
 591.     20 hir_attrs
 592.     20 "rustc_hir_typeck::place_op"
 593.     20 is_nightly_build
 594.     20 def_ident_span
 595.     20 "rustc_next_trait_solver::solve::assembly"
 596.     20 "rustc_resolve"
 597.     20 "rustc_middle::ty"
 598.     20 hir_node
 599.     20 "rustc_infer::infer::canonical::query_response"
 600.     20 "compiler/rustc_span/src/source_map.rs"
 601.     20 entire
 602.     20 "rustc_infer::infer"
 603.     20 "rustc_codegen_ssa::mir::block"
 604.     20 "compiler/rustc_mir_transform/src/elaborate_drop.rs"
 605.     20 const_usize
 606.     20 " "
 607.     20 "rustc_error_messages"
 608.     20 add_impl_generic
 609.     20 "rustc_resolve::late::diagnostics"
 610.     20 "rustc_ty_utils::instance"
 611.     20 "rustc_const_eval::interpret::place"
 612.     20 "rustc_trait_selection::error_reporting::infer"
 613.     19 WellFormed
 614.     19 encode
 615.     19 MEMORY
 616.     19 opt_strs
 617.     19 "compiler/rustc_infer/src/infer/relate/generalize.rs"
 618.     19 normalize_erasing_regions
 619.     19 terminator_mut
 620.     19 parse_expr
 621.     19 register_obligations
 622.     19 ":"
 623.     19 container_id
 624.     18 "rustc_borrowck::region_infer::opaque_types::member_constraints"
 625.     18 has_non_region_infer
 626.     18 is_err
 627.     18 as_closure
 628.     18 crate_types
 629.     18 associated_items
 630.     18 "rustc_transmute::maybe_transmutable"
 631.     18 "rustc_middle::middle::region"
 632.     18 "rustc_hir_analysis::autoderef"
 633.     18 until
 634.     18 write_all
 635.     18 report_fulfillment_errors
 636.     18 is_union
 637.     18 "rustc_hir_analysis::variance"
 638.     18 strip_prefix
 639.     18 "compiler/rustc_mir_build/src/builder/custom/parse/instruction.rs"
 640.     18 "rustc_ty_utils::layout"
 641.     18 next_trait_solver
 642.     18 "expr"
 643.     18 into_boxed_slice
 644.     18 "rustc_mir_build::builder::custom::parse"
 645.     18 "compiler/rustc_hir_typeck/src/writeback.rs"
 646.     18 "neon"
 647.     18 "rustc_mir_transform::ssa"
 648.     18 100
 649.     18 "rustc_pattern_analysis::usefulness"
 650.     18 "rustc_hir_analysis::coherence::builtin"
 651.     18 "rustc_trait_selection::traits::specialize"
 652.     18 fatal
 653.     18 "rustc_mir_transform::copy_prop"
 654.     18 "rustc_trait_selection::error_reporting::infer::nice_region_error::find_anon_type"
 655.     18 "compiler/rustc_borrowck/src/type_check/relate_tys.rs"
 656.     18 "compiler/rustc_borrowck/src/diagnostics/mod.rs"
 657.     18 "rustc_trait_selection::traits::query::normalize"
 658.     18 """
 659.     18 new_expr
 660.     18 RegionOutlives
 661.     18 "compiler/rustc_mir_build/src/builder/matches/mod.rs"
 662.     18 "1.30.0"
 663.     18 "rustc_trait_selection::error_reporting::infer::need_type_info"
 664.     17 ensure_done
 665.     17 "compiler/rustc_const_eval/src/interpret/call.rs"
 666.     17 with_span_label
 667.     17 "compiler/rustc_hir_typeck/src/expr.rs"
 668.     17 build_with_typing_env
 669.     17 offset
 670.     17 node_type
 671.     17 to_path_buf
 672.     17 "compiler/rustc_mir_transform/src/coroutine.rs"
 673.     17 has_param
 674.     17 quote_into_iter
 675.     17 from_yeet
 676.     17 add_bounds
 677.     17 from_elem_n
 678.     17 lit
 679.     17 has_non_region_param
 680.     17 mul
 681.     17 repeat
 682.     17 "compiler/rustc_metadata/src/rmeta/encoder.rs"
 683.     17 def_descr
 684.     16 resolutions
 685.     16 "expected"
 686.     16 with_note
