🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
 3524 | ❓     | "check_static_item"           | 
 3525 | ❓     | "should_check_for_sync"       | 
 3526 | ❓     | "check_impl"                  | 
 3527 | ❓     | 1260                          | 
 3528 | ❓     | "event compiler/rustc_hir_ana | 
 3529 | ❓     | 1332                          | 
 3530 | ❓     | "obligations"                 | 
 3531 | ❓     | "check_where_clauses"         | 
 3532 | ❓     | "check_fn_or_method"          | 
 3533 | ❓     | 1521                          | 
 3534 | ❓     | "check_method_receiver"       | 
 3535 | ❓     | 1636                          | 
 3536 | ❓     | "method"                      | 
 3537 | ❓     | "self_ty"                     | 
 3538 | ❓     | "event compiler/rustc_hir_ana | 
 3539 | ❓     | 1656                          | 
 3540 | ❓     | "event compiler/rustc_hir_ana | 
 3541 | ❓     | 1840                          | 
 3542 | ❓     | "event compiler/rustc_hir_ana | 
 3543 | ❓     | 1883                          | 
 3544 | ❓     | "event compiler/rustc_hir_ana | 
 3545 | ❓     | 1901                          | 
 3546 | ❓     | "check_false_global_bounds"   | 
 3547 | ❓     | 2203                          | 
 3548 | ❓     | "event compiler/rustc_hir_ana | 
 3549 | ❓     | "rustc_hir_analysis::check"   | 
 3550 | ❓     | "compiler/rustc_hir_analysis/ | 
 3551 | ❓     | "event compiler/rustc_hir_ana | 
 3552 | ❓     | "rustc_hir_analysis::autodere | 
 3553 | ❓     | "compiler/rustc_hir_analysis/ | 
 3554 | ❓     | "event compiler/rustc_hir_ana | 
 3555 | ❓     | "event compiler/rustc_hir_ana | 
 3556 | ❓     | "event compiler/rustc_hir_ana | 
 3557 | ❓     | "event compiler/rustc_hir_ana | 
 3558 | ❓     | 164                           | 
 3559 | ❓     | "event compiler/rustc_hir_ana | 
 3560 | ❓     | 176                           | 
 3561 | ❓     | "event compiler/rustc_hir_ana | 
 3562 | ❓     | "event compiler/rustc_hir_ana | 
 3563 | ❓     | "event compiler/rustc_hir_ana | 
 3564 | ❓     | "rustc_hir_analysis::check_un | 
 3565 | ❓     | "compiler/rustc_hir_analysis/ | 
 3566 | ❓     | "event compiler/rustc_hir_ana | 
 3567 | ❓     | "rustc_hir_analysis::coherenc | 
 3568 | ❓     | "compiler/rustc_hir_analysis/ | 
 3569 | ❓     | "event compiler/rustc_hir_ana | 
 3570 | ❓     | "event compiler/rustc_hir_ana | 
 3571 | ❓     | 105                           | 
 3572 | ❓     | "event compiler/rustc_hir_ana | 
 3573 | ❓     | "event compiler/rustc_hir_ana | 
 3574 | ❓     | 215                           | 
 3575 | ❓     | "event compiler/rustc_hir_ana | 
 3576 | ❓     | 239                           | 
 3577 | ❓     | "event compiler/rustc_hir_ana | 
 3578 | ❓     | 381                           | 
 3579 | ❓     | "event compiler/rustc_hir_ana | 
 3580 | ❓     | "event compiler/rustc_hir_ana | 
 3581 | ❓     | "event compiler/rustc_hir_ana | 
 3582 | ❓     | "rustc_hir_analysis::coherenc | 
 3583 | ❓     | "compiler/rustc_hir_analysis/ | 
 3584 | ❓     | 305                           | 
 3585 | ❓     | "rustc_hir_analysis::coherenc | 
 3586 | ❓     | "compiler/rustc_hir_analysis/ | 
 3587 | ❓     | "impl_def_id"                 | 
 3588 | ❓     | "event compiler/rustc_hir_ana | 
 3589 | ❓     | "orphan_check"                | 
 3590 | ❓     | 287                           | 
 3591 | ❓     | "event compiler/rustc_hir_ana | 
 3592 | ❓     | "event compiler/rustc_hir_ana | 
 3593 | ❓     | 300                           | 
 3594 | ❓     | "event compiler/rustc_hir_ana | 
 3595 | ❓     | "event compiler/rustc_hir_ana | 
 3596 | ❓     | "rustc_hir_analysis::coherenc | 
 3597 | ❓     | "compiler/rustc_hir_analysis/ | 
 3598 | ❓     | "event compiler/rustc_hir_ana | 
 3599 | ❓     | 192                           | 
 3600 | ❓     | "rustc_hir_analysis::collect: | 
 3601 | ❓     | "compiler/rustc_hir_analysis/ | 
 3602 | ❓     | "event compiler/rustc_hir_ana | 
 3603 | ❓     | "event compiler/rustc_hir_ana | 
 3604 | ❓     | "parent_did"                  | 
 3605 | ❓     | "event compiler/rustc_hir_ana | 
 3606 | ❓     | "event compiler/rustc_hir_ana | 
 3607 | ❓     | "lifetimes"                   | 
 3608 | ❓     | "event compiler/rustc_hir_ana | 
 3609 | ❓     | "event compiler/rustc_hir_ana | 
 3610 | ❓     | "rustc_hir_analysis::collect: | 
 3611 | ❓     | "compiler/rustc_hir_analysis/ | 
 3612 | ❓     | "opaque_type_bounds"          | 
 3613 | ❓     | 338                           | 
 3614 | ❓     | "opaque_def_id"               | 
 3615 | ❓     | "hir_bounds"                  | 
 3616 | ❓     | "filter"                      | 
 3617 | ❓     | "event compiler/rustc_hir_ana | 
 3618 | ❓     | "bounds"                      | 
 3619 | ❓     | "rustc_hir_analysis::collect: | 
 3620 | ❓     | "compiler/rustc_hir_analysis/ | 
 3621 | ❓     | "event compiler/rustc_hir_ana | 
 3622 | ❓     | "event compiler/rustc_hir_ana | 
 3623 | ❓     | "event compiler/rustc_hir_ana | 
 3624 | ❓     | "gather_explicit_predicates_o | 
 3625 | ❓     | "event compiler/rustc_hir_ana | 
 3626 | ❓     | "event compiler/rustc_hir_ana | 
 3627 | ❓     | 248                           | 
 3628 | ❓     | "event compiler/rustc_hir_ana | 
 3629 | ❓     | 260                           | 
 3630 | ❓     | "event compiler/rustc_hir_ana | 
 3631 | ❓     | "event compiler/rustc_hir_ana | 
 3632 | ❓     | "const_evaluatable_predicates | 
 3633 | ❓     | 403                           | 
 3634 | ❓     | "event compiler/rustc_hir_ana | 
 3635 | ❓     | "event compiler/rustc_hir_ana | 
 3636 | ❓     | 466                           | 
 3637 | ❓     | "event compiler/rustc_hir_ana | 
 3638 | ❓     | "event compiler/rustc_hir_ana | 
 3639 | ❓     | 475                           | 
 3640 | ❓     | "event compiler/rustc_hir_ana | 
 3641 | ❓     | "event compiler/rustc_hir_ana | 
 3642 | ❓     | "implied_bounds"              | 
 3643 | ❓     | "event compiler/rustc_hir_ana | 
 3644 | ❓     | "event compiler/rustc_hir_ana | 
 3645 | ❓     | 858                           | 
 3646 | ❓     | "item_def_id"                 | 
 3647 | ❓     | "assoc_ident"                 | 
 3648 | ❓     | "probe_ty_param_bounds_in_gen | 
 3649 | ❓     | 949                           | 
 3650 | ❓     | "param_def_id"                | 
 3651 | ❓     | "rustc_hir_analysis::collect: | 
 3652 | ❓     | "compiler/rustc_hir_analysis/ | 
 3653 | ❓     | "event compiler/rustc_hir_ana | 
 3654 | ❓     | "rbv.defs"                    | 
 3655 | ❓     | "event compiler/rustc_hir_ana | 
 3656 | ❓     | 277                           | 
 3657 | ❓     | "rbv.late_bound_vars"         | 
 3658 | ❓     | "event compiler/rustc_hir_ana | 
 3659 | ❓     | 278                           | 
 3660 | ❓     | "rbv.opaque_captured_lifetime | 
 3661 | ❓     | "event compiler/rustc_hir_ana | 
 3662 | ❓     | 373                           | 
 3663 | ❓     | "event compiler/rustc_hir_ana | 
 3664 | ❓     | "visit_opaque_ty"             | 
 3665 | ❓     | 513                           | 
 3666 | ❓     | "opaque"                      | 
 3667 | ❓     | "event compiler/rustc_hir_ana | 
 3668 | ❓     | "captures"                    | 
 3669 | ❓     | "visit_item"                  | 
 3670 | ❓     | "visit_ty"                    | 
 3671 | ❓     | 701                           | 
 3672 | ❓     | "event compiler/rustc_hir_ana | 
 3673 | ❓     | "lifetime"                    | 
 3674 | ❓     | "visit_pattern_type_pattern"  | 
 3675 | ❓     | 823                           | 
 3676 | ❓     | "visit_trait_item"            | 
 3677 | ❓     | 828                           | 
 3678 | ❓     | "trait_item"                  | 
 3679 | ❓     | "visit_impl_item"             | 
 3680 | ❓     | 854                           | 
 3681 | ❓     | "impl_item"                   | 
 3682 | ❓     | "visit_lifetime"              | 
 3683 | ❓     | 871                           | 
 3684 | ❓     | "lifetime_ref"                | 
 3685 | ❓     | "scope"                       | 
 3686 | ❓     | 1093                          | 
 3687 | ❓     | "resolve_lifetime_ref"        | 
 3688 | ❓     | 1196                          | 
 3689 | ❓     | "region_def_id"               | 
 3690 | ❓     | "remap_opaque_captures"       | 
 3691 | ❓     | 1444                          | 
 3692 | ❓     | "ident"                       | 
 3693 | ❓     | "event compiler/rustc_hir_ana | 
 3694 | ❓     | "visit_segment_args"          | 
 3695 | ❓     | 1617                          | 
 3696 | ❓     | "res"                         | 
 3697 | ❓     | "generic_args"                | 
 3698 | ❓     | "event compiler/rustc_hir_ana | 
 3699 | ❓     | 1651                          | 
 3700 | ❓     | "type_def_id"                 | 
 3701 | ❓     | "event compiler/rustc_hir_ana | 
 3702 | ❓     | 1735                          | 
 3703 | ❓     | "object_lifetime_defaults"    | 
 3704 | ❓     | "visit_fn_like_elision"       | 
 3705 | ❓     | 1935                          | 
 3706 | ❓     | "inputs"                      | 
 3707 | ❓     | "output"                      | 
 3708 | ❓     | "in_closure"                  | 
 3709 | ❓     | "resolve_object_lifetime_defa | 
 3710 | ❓     | 1961                          | 
 3711 | ❓     | "insert_lifetime"             | 
 3712 | ❓     | 2003                          | 
 3713 | ❓     | "def"                         | 
 3714 | ❓     | "event compiler/rustc_hir_ana | 
 3715 | ❓     | 2005                          | 
 3716 | ❓     | "event compiler/rustc_hir_ana | 
 3717 | ❓     | "constrained_by_input.regions | 
 3718 | ❓     | "event compiler/rustc_hir_ana | 
 3719 | ❓     | 2287                          | 
 3720 | ❓     | "appears_in_where_clause.regi | 
 3721 | ❓     | "event compiler/rustc_hir_ana | 
 3722 | ❓     | 2313                          | 
 3723 | ❓     | "event compiler/rustc_hir_ana | 
 3724 | ❓     | 2319                          | 
 3725 | ❓     | "late_bound"                  | 
 3726 | ❓     | "event compiler/rustc_hir_ana | 
 3727 | ❓     | 2363                          | 
 3728 | ❓     | "find_opaque_ty_constraints_f | 
 3729 | ❓     | "rustc_hir_analysis::collect: | 
 3730 | ❓     | "compiler/rustc_hir_analysis/ | 
 3731 | ❓     | "opaque_types_from"           | 
 3732 | ❓     | "find_opaque_ty_constraints_f | 
 3733 | ❓     | "check"                       | 
 3734 | ❓     | 139                           | 
 3735 | ❓     | "event compiler/rustc_hir_ana | 
 3736 | ❓     | "event compiler/rustc_hir_ana | 
 3737 | ❓     | "event compiler/rustc_hir_ana | 
 3738 | ❓     | "event compiler/rustc_hir_ana | 
 3739 | ❓     | "it.owner_id"                 | 
 3740 | ❓     | "event compiler/rustc_hir_ana | 
 3741 | ❓     | "event compiler/rustc_hir_ana | 
 3742 | ❓     | 227                           | 
 3743 | ❓     | "event compiler/rustc_hir_ana | 
 3744 | ❓     | "select_inherent_assoc_candid | 
 3745 | ❓     | "rustc_hir_analysis::collect" | 
 3746 | ❓     | "compiler/rustc_hir_analysis/ | 
 3747 | ❓     | "event compiler/rustc_hir_ana | 
 3748 | ❓     | "event compiler/rustc_hir_ana | 
 3749 | ❓     | 390                           | 
 3750 | ❓     | "event compiler/rustc_hir_ana | 
 3751 | ❓     | 989                           | 
 3752 | ❓     | "event compiler/rustc_hir_ana | 
 3753 | ❓     | "event compiler/rustc_hir_ana | 
 3754 | ❓     | "rustc_hir_analysis::constrai | 
 3755 | ❓     | "compiler/rustc_hir_analysis/ | 
 3756 | ❓     | "event compiler/rustc_hir_ana | 
 3757 | ❓     | "event compiler/rustc_hir_ana | 
 3758 | ❓     | "rustc_hir_analysis::errors:: | 
 3759 | ❓     | "compiler/rustc_hir_analysis/ | 
 3760 | ❓     | "path_hir_id"                 | 
 3761 | ❓     | "event compiler/rustc_hir_ana | 
 3762 | ❓     | "event compiler/rustc_hir_ana | 
 3763 | ❓     | 602                           | 
 3764 | ❓     | "event compiler/rustc_hir_ana | 
 3765 | ❓     | 649                           | 
 3766 | ❓     | "event compiler/rustc_hir_ana | 
 3767 | ❓     | "event compiler/rustc_hir_ana | 
 3768 | ❓     | "event compiler/rustc_hir_ana | 
 3769 | ❓     | 691                           | 
 3770 | ❓     | "event compiler/rustc_hir_ana | 
 3771 | ❓     | 708                           | 
 3772 | ❓     | "event compiler/rustc_hir_ana | 
 3773 | ❓     | 716                           | 
 3774 | ❓     | "event compiler/rustc_hir_ana | 
 3775 | ❓     | "event compiler/rustc_hir_ana | 
 3776 | ❓     | "event compiler/rustc_hir_ana | 
 3777 | ❓     | "lower_bounds"                | 
 3778 | ❓     | "rustc_hir_analysis::hir_ty_l | 
 3779 | ❓     | "compiler/rustc_hir_analysis/ | 
 3780 | ❓     | "bound_vars"                  | 
 3781 | ❓     | "predicate_filter"            | 
 3782 | ❓     | "lower_assoc_item_constraint" | 
 3783 | ❓     | "hir_ref_id"                  | 
 3784 | ❓     | "constraint"                  | 
 3785 | ❓     | "event compiler/rustc_hir_ana | 
 3786 | ❓     | "alias_args"                  | 
 3787 | ❓     | "event compiler/rustc_hir_ana | 
 3788 | ❓     | "late_bound_in_projection_ty" | 
 3789 | ❓     | "event compiler/rustc_hir_ana | 
 3790 | ❓     | 543                           | 
 3791 | ❓     | "late_bound_in_term"          | 
 3792 | ❓     | "lower_trait_object_ty"       | 
 3793 | ❓     | "rustc_hir_analysis::hir_ty_l | 
 3794 | ❓     | "compiler/rustc_hir_analysis/ | 
 3795 | ❓     | "event compiler/rustc_hir_ana | 
 3796 | ❓     | "event compiler/rustc_hir_ana | 
 3797 | ❓     | "principal_trait"             | 
 3798 | ❓     | "event compiler/rustc_hir_ana | 
 3799 | ❓     | 306                           | 
 3800 | ❓     | "auto_traits"                 | 
 3801 | ❓     | "event compiler/rustc_hir_ana | 
 3802 | ❓     | "region_bound"                | 
 3803 | ❓     | "event compiler/rustc_hir_ana | 
 3804 | ❓     | "event compiler/rustc_hir_ana | 
 3805 | ❓     | "late_bound_in_projection_ter | 
 3806 | ❓     | "event compiler/rustc_hir_ana | 
 3807 | ❓     | "event compiler/rustc_hir_ana | 
 3808 | ❓     | "rustc_hir_analysis::hir_ty_l | 
 3809 | ❓     | "compiler/rustc_hir_analysis/ | 
 3810 | ❓     | "event compiler/rustc_hir_ana | 
 3811 | ❓     | "parent_def_id"               | 
 3812 | ❓     | "check_generic_arg_count"     | 
 3813 | ❓     | "rustc_hir_analysis::hir_ty_l | 
 3814 | ❓     | "compiler/rustc_hir_analysis/ | 
 3815 | ❓     | 401                           | 
 3816 | ❓     | "seg"                         | 
 3817 | ❓     | "gen_params"                  | 
 3818 | ❓     | "has_self"                    | 
 3819 | ❓     | "event compiler/rustc_hir_ana | 
 3820 | ❓     | "expected_min"                | 
 3821 | ❓     | "expected_max"                | 
 3822 | ❓     | "provided"                    | 
 3823 | ❓     | "params_offset"               | 
 3824 | ❓     | "args_offset"                 | 
 3825 | ❓     | "event compiler/rustc_hir_ana | 
 3826 | ❓     | 553                           | 
 3827 | ❓     | "gen_args_info"               | 
 3828 | ❓     | "event compiler/rustc_hir_ana | 
 3829 | ❓     | "event compiler/rustc_hir_ana | 
 3830 | ❓     | 581                           | 
 3831 | ❓     | "arg_counts.lifetimes"        | 
 3832 | ❓     | "lower_lifetime"              | 
 3833 | ❓     | "rustc_hir_analysis::hir_ty_l | 
 3834 | ❓     | "compiler/rustc_hir_analysis/ | 
 3835 | ❓     | "event compiler/rustc_hir_ana | 
 3836 | ❓     | "lower_resolved_lifetime"     | 
 3837 | ❓     | 392                           | 
 3838 | ❓     | "resolved"                    | 
 3839 | ❓     | "event compiler/rustc_hir_ana | 
 3840 | ❓     | "lower_generic_args_of_path"  | 
 3841 | ❓     | 476                           | 
 3842 | ❓     | "parent_args"                 | 
 3843 | ❓     | "segment"                     | 
 3844 | ❓     | "event compiler/rustc_hir_ana | 
 3845 | ❓     | 491                           | 
 3846 | ❓     | "generics"                    | 
 3847 | ❓     | "event compiler/rustc_hir_ana | 
 3848 | ❓     | "lower_generic_args_of_assoc_ | 
 3849 | ❓     | "item_segment"                | 
 3850 | ❓     | "lower_poly_trait_ref"        | 
 3851 | ❓     | "poly_trait_ref"              | 
 3852 | ❓     | "event compiler/rustc_hir_ana | 
 3853 | ❓     | "event compiler/rustc_hir_ana | 
 3854 | ❓     | 814                           | 
 3855 | ❓     | "probe_single_ty_param_bound_ | 
 3856 | ❓     | "event compiler/rustc_hir_ana | 
 3857 | ❓     | 1013                          | 
 3858 | ❓     | "ty_param_def_id"             | 
 3859 | ❓     | "event compiler/rustc_hir_ana | 
 3860 | ❓     | 1017                          | 
 3861 | ❓     | "event compiler/rustc_hir_ana | 
 3862 | ❓     | "probe_single_bound_for_assoc | 
 3863 | ❓     | 1039                          | 
 3864 | ❓     | "assoc_tag"                   | 
 3865 | ❓     | "event compiler/rustc_hir_ana | 
 3866 | ❓     | 1068                          | 
 3867 | ❓     | "bound"                       | 
 3868 | ❓     | "event compiler/rustc_hir_ana | 
 3869 | ❓     | 1071                          | 
 3870 | ❓     | "bound2"                      | 
 3871 | ❓     | "event compiler/rustc_hir_ana | 
 3872 | ❓     | "lower_type_relative_ty_path" | 
 3873 | ❓     | "event compiler/rustc_hir_ana | 
 3874 | ❓     | "lower_type_relative_const_pa | 
 3875 | ❓     | 1217                          | 
 3876 | ❓     | "event compiler/rustc_hir_ana | 
 3877 | ❓     | "lower_type_relative_path"    | 
 3878 | ❓     | 1256                          | 
 3879 | ❓     | "event compiler/rustc_hir_ana | 
 3880 | ❓     | 1266                          | 
 3881 | ❓     | "segment.ident"               | 
 3882 | ❓     | "event compiler/rustc_hir_ana | 
 3883 | ❓     | "lower_resolved_assoc_ty_path | 
 3884 | ❓     | "lower_resolved_assoc_const_p | 
 3885 | ❓     | 1659                          | 
 3886 | ❓     | "lower_resolved_assoc_item_pa | 
 3887 | ❓     | 1685                          | 
 3888 | ❓     | "event compiler/rustc_hir_ana | 
 3889 | ❓     | 1698                          | 
 3890 | ❓     | "trait_def_id"                | 
 3891 | ❓     | "event compiler/rustc_hir_ana | 
 3892 | ❓     | 1708                          | 
 3893 | ❓     | "event compiler/rustc_hir_ana | 
 3894 | ❓     | "event compiler/rustc_hir_ana | 
 3895 | ❓     | 1884                          | 
 3896 | ❓     | "generic_segments"            | 
 3897 | ❓     | "lower_resolved_ty_path"      | 
 3898 | ❓     | 1890                          | 
 3899 | ❓     | "event compiler/rustc_hir_ana | 
 3900 | ❓     | 1898                          | 
 3901 | ❓     | "path.res"                    | 
 3902 | ❓     | "opt_self_ty"                 | 
 3903 | ❓     | "path.segments"               | 
 3904 | ❓     | "lower_const_arg"             | 
 3905 | ❓     | 2122                          | 
 3906 | ❓     | "const_arg"                   | 
 3907 | ❓     | "feed"                        | 
 3908 | ❓     | "event compiler/rustc_hir_ana | 
 3909 | ❓     | 2184                          | 
 3910 | ❓     | "maybe_qself"                 | 
 3911 | ❓     | "event compiler/rustc_hir_ana | 
 3912 | ❓     | 2189                          | 
 3913 | ❓     | "hir_self_ty"                 | 
 3914 | ❓     | "lower_anon_const"            | 
 3915 | ❓     | "anon"                        | 
 3916 | ❓     | "event compiler/rustc_hir_ana | 
 3917 | ❓     | 2324                          | 
 3918 | ❓     | "try_lower_anon_const_lit"    | 
 3919 | ❓     | 2343                          | 
 3920 | ❓     | "lower_ty"                    | 
 3921 | ❓     | 2396                          | 
 3922 | ❓     | "hir_ty"                      | 
 3923 | ❓     | "event compiler/rustc_hir_ana | 
 3924 | ❓     | 2406                          | 
 3925 | ❓     | "event compiler/rustc_hir_ana | 
 3926 | ❓     | 2457                          | 
 3927 | ❓     | "event compiler/rustc_hir_ana | 
 3928 | ❓     | 2524                          | 
 3929 | ❓     | "event compiler/rustc_hir_ana | 
 3930 | ❓     | "lower_opaque_ty"             | 
 3931 | ❓     | 2611                          | 
 3932 | ❓     | "in_trait"                    | 
 3933 | ❓     | "event compiler/rustc_hir_ana | 
 3934 | ❓     | 2616                          | 
 3935 | ❓     | "event compiler/rustc_hir_ana | 
 3936 | ❓     | 2636                          | 
 3937 | ❓     | "event compiler/rustc_hir_ana | 
 3938 | ❓     | 2651                          | 
 3939 | ❓     | "event compiler/rustc_hir_ana | 
 3940 | ❓     | "lower_fn_ty"                 | 
 3941 | ❓     | 2661                          | 
 3942 | ❓     | "event compiler/rustc_hir_ana | 
 3943 | ❓     | 2673                          | 
 3944 | ❓     | "event compiler/rustc_hir_ana | 
 3945 | ❓     | 2677                          | 
 3946 | ❓     | "output_ty"                   | 
 3947 | ❓     | "event compiler/rustc_hir_ana | 
 3948 | ❓     | "validate_late_bound_regions" | 
 3949 | ❓     | 2757                          | 
 3950 | ❓     | "constrained_regions"         | 
 3951 | ❓     | "referenced_regions"          | 
 3952 | ❓     | "compute_object_lifetime_boun | 
 3953 | ❓     | 2797                          | 
 3954 | ❓     | "existential_predicates"      | 
 3955 | ❓     | "event compiler/rustc_hir_ana | 
 3956 | ❓     | "event compiler/rustc_hir_ana | 
 3957 | ❓     | "rustc_hir_analysis::hir_wf_c | 
 3958 | ❓     | "compiler/rustc_hir_analysis/ | 
 3959 | ❓     | "check_always_applicable"     | 
 3960 | ❓     | "rustc_hir_analysis::impl_wf_ | 
 3961 | ❓     | "compiler/rustc_hir_analysis/ | 
 3962 | ❓     | "impl1_def_id"                | 
 3963 | ❓     | "impl2_node"                  | 
 3964 | ❓     | "event compiler/rustc_hir_ana | 
 3965 | ❓     | "impl2_def_id"                | 
 3966 | ❓     | "impl2_args"                  | 
 3967 | ❓     | "check_predicates"            | 
 3968 | ❓     | 318                           | 
 3969 | ❓     | "impl1_args"                  | 
 3970 | ❓     | "event compiler/rustc_hir_ana | 
 3971 | ❓     | "impl1_predicates"            | 
 3972 | ❓     | "impl2_predicates"            | 
 3973 | ❓     | "check_specialization_on"     | 
 3974 | ❓     | "clause"                      | 
 3975 | ❓     | "event compiler/rustc_hir_ana | 
 3976 | ❓     | "rustc_hir_analysis::outlives | 
 3977 | ❓     | "compiler/rustc_hir_analysis/ | 
 3978 | ❓     | "event compiler/rustc_hir_ana | 
 3979 | ❓     | "event compiler/rustc_hir_ana | 
 3980 | ❓     | 136                           | 
 3981 | ❓     | "event compiler/rustc_hir_ana | 
 3982 | ❓     | "event compiler/rustc_hir_ana | 
 3983 | ❓     | "event compiler/rustc_hir_ana | 
 3984 | ❓     | "event compiler/rustc_hir_ana | 
 3985 | ❓     | "event compiler/rustc_hir_ana | 
 3986 | ❓     | "event compiler/rustc_hir_ana | 
 3987 | ❓     | 265                           | 
 3988 | ❓     | "event compiler/rustc_hir_ana | 
 3989 | ❓     | "event compiler/rustc_hir_ana | 
 3990 | ❓     | "event compiler/rustc_hir_ana | 
 3991 | ❓     | "rustc_hir_analysis::variance | 
 3992 | ❓     | "compiler/rustc_hir_analysis/ | 
 3993 | ❓     | "event compiler/rustc_hir_ana | 
 3994 | ❓     | "rustc_hir_analysis::variance | 
 3995 | ❓     | "compiler/rustc_hir_analysis/ | 
 3996 | ❓     | "event compiler/rustc_hir_ana | 
 3997 | ❓     | "add_constraints_from_invaria | 
 3998 | ❓     | "event compiler/rustc_hir_ana | 
 3999 | ❓     | "event compiler/rustc_hir_ana | 
 4000 | ❓     | "event compiler/rustc_hir_ana | 
 4001 | ❓     | "event compiler/rustc_hir_ana | 
 4002 | ❓     | 412                           | 
 4003 | ❓     | "event compiler/rustc_hir_ana | 
 4004 | ❓     | "rustc_hir_analysis::variance | 
 4005 | ❓     | "compiler/rustc_hir_analysis/ | 
 4006 | ❓     | "variance_of_opaque"          | 
 4007 | ❓     | "rustc_hir_analysis::variance | 
 4008 | ❓     | "compiler/rustc_hir_analysis/ | 
 4009 | ❓     | "force_capture_trait_args"    | 
 4010 | ❓     | "visit_opaque"                | 
 4011 | ❓     | "event compiler/rustc_hir_ana | 
 4012 | ❓     | "visit_region"                | 
 4013 | ❓     | "event compiler/rustc_hir_ana | 
 4014 | ❓     | "event compiler/rustc_hir_ana | 
 4015 | ❓     | "event compiler/rustc_hir_ana | 
 4016 | ❓     | "pred"                        | 
 4017 | ❓     | "event compiler/rustc_hir_ana | 
 4018 | ❓     | "event src/tools/rustfmt/src/ | 
 4019 | ❓     | "rustfmt_nightly::attr"       | 
 4020 | ❓     | "src/tools/rustfmt/src/attr.r | 
 4021 | ❓     | "event src/tools/rustfmt/src/ | 
 4022 | ❓     | "rustfmt_nightly::chains"     | 
 4023 | ❓     | "src/tools/rustfmt/src/chains | 
 4024 | ❓     | 147                           | 
 4025 | ❓     | "event src/tools/rustfmt/src/ | 
 4026 | ❓     | 547                           | 
 4027 | ❓     | "event src/tools/rustfmt/src/ | 
 4028 | ❓     | "rustfmt_nightly::closures"   | 
 4029 | ❓     | "src/tools/rustfmt/src/closur | 
 4030 | ❓     | "event src/tools/rustfmt/src/ | 
 4031 | ❓     | "rustfmt_nightly::comment"    | 
 4032 | ❓     | "src/tools/rustfmt/src/commen | 
 4033 | ❓     | "event src/tools/rustfmt/src/ | 
 4034 | ❓     | 1763                          | 
 4035 | ❓     | "event src/tools/rustfmt/src/ | 
 4036 | ❓     | "rustfmt_nightly::expr"       | 
 4037 | ❓     | "src/tools/rustfmt/src/expr.r | 
 4038 | ❓     | "event src/tools/rustfmt/src/ | 
 4039 | ❓     | 1120                          | 
 4040 | ❓     | "event src/tools/rustfmt/src/ | 
 4041 | ❓     | "event src/tools/rustfmt/src/ | 
 4042 | ❓     | 1644                          | 
 4043 | ❓     | "event src/tools/rustfmt/src/ | 
 4044 | ❓     | "event src/tools/rustfmt/src/ | 
 4045 | ❓     | 1960                          | 
 4046 | ❓     | "event src/tools/rustfmt/src/ | 
 4047 | ❓     | "rustfmt_nightly::formatting" | 
 4048 | ❓     | "src/tools/rustfmt/src/format | 
 4049 | ❓     | "event src/tools/rustfmt/src/ | 
 4050 | ❓     | "rustfmt_nightly::items"      | 
 4051 | ❓     | "src/tools/rustfmt/src/items. | 
 4052 | ❓     | "event src/tools/rustfmt/src/ | 
 4053 | ❓     | 2520                          | 
 4054 | ❓     | "event src/tools/rustfmt/src/ | 
 4055 | ❓     | 2908                          | 
 4056 | ❓     | "event src/tools/rustfmt/src/ | 
 4057 | ❓     | "rustfmt_nightly::macros"     | 
 4058 | ❓     | "src/tools/rustfmt/src/macros | 
 4059 | ❓     | 556                           | 
 4060 | ❓     | "event src/tools/rustfmt/src/ | 
 4061 | ❓     | 1058                          | 
 4062 | ❓     | "event src/tools/rustfmt/src/ | 
 4063 | ❓     | "event src/tools/rustfmt/src/ | 
 4064 | ❓     | 1384                          | 
 4065 | ❓     | "event src/tools/rustfmt/src/ | 
 4066 | ❓     | "rustfmt_nightly::matches"    | 
 4067 | ❓     | "src/tools/rustfmt/src/matche | 
 4068 | ❓     | 613                           | 
 4069 | ❓     | "event src/tools/rustfmt/src/ | 
 4070 | ❓     | "rustfmt_nightly::missed_span | 
 4071 | ❓     | "src/tools/rustfmt/src/missed | 
 4072 | ❓     | "event src/tools/rustfmt/src/ | 
 4073 | ❓     | "event src/tools/rustfmt/src/ | 
 4074 | ❓     | "rustfmt_nightly::modules::vi | 
 4075 | ❓     | "src/tools/rustfmt/src/module | 
 4076 | ❓     | "event src/tools/rustfmt/src/ | 
 4077 | ❓     | "rustfmt_nightly::overflow"   | 
 4078 | ❓     | "src/tools/rustfmt/src/overfl | 
 4079 | ❓     | "event src/tools/rustfmt/src/ | 
 4080 | ❓     | "event src/tools/rustfmt/src/ | 
 4081 | ❓     | "rustfmt_nightly::test"       | 
 4082 | ❓     | "src/tools/rustfmt/src/test/m | 
 4083 | ❓     | 656                           | 
 4084 | ❓     | "event src/tools/rustfmt/src/ | 
 4085 | ❓     | 664                           | 
 4086 | ❓     | "event src/tools/rustfmt/src/ | 
 4087 | ❓     | 737                           | 
 4088 | ❓     | "event src/tools/rustfmt/src/ | 
 4089 | ❓     | "rustfmt_nightly::types"      | 
