🎯 Simple BFS from Main Routine

Starting BFS from: static META

Order | Emoji | Name                          | Calls
 2310 | ❓     | "event compiler/rustc_codegen | 
 2311 | ❓     | 856                           | 
 2312 | ❓     | "event compiler/rustc_codegen | 
 2313 | ❓     | 1138                          | 
 2314 | ❓     | "event compiler/rustc_codegen | 
 2315 | ❓     | 1282                          | 
 2316 | ❓     | "event compiler/rustc_codegen | 
 2317 | ❓     | 1291                          | 
 2318 | ❓     | "event compiler/rustc_codegen | 
 2319 | ❓     | 1746                          | 
 2320 | ❓     | "event compiler/rustc_codegen | 
 2321 | ❓     | "rustc_codegen_ssa::back::lto | 
 2322 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2323 | ❓     | "event compiler/rustc_codegen | 
 2324 | ❓     | "rustc_codegen_ssa::back::met | 
 2325 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2326 | ❓     | 57                            | 
 2327 | ❓     | "event compiler/rustc_codegen | 
 2328 | ❓     | 82                            | 
 2329 | ❓     | "event compiler/rustc_codegen | 
 2330 | ❓     | "rustc_codegen_ssa::back::rpa | 
 2331 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2332 | ❓     | 17                            | 
 2333 | ❓     | "event compiler/rustc_codegen | 
 2334 | ❓     | "event compiler/rustc_codegen | 
 2335 | ❓     | 41                            | 
 2336 | ❓     | "event compiler/rustc_codegen | 
 2337 | ❓     | 43                            | 
 2338 | ❓     | "event compiler/rustc_codegen | 
 2339 | ❓     | "event compiler/rustc_codegen | 
 2340 | ❓     | "event compiler/rustc_codegen | 
 2341 | ❓     | "rustc_codegen_ssa::back::sym | 
 2342 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2343 | ❓     | "event compiler/rustc_codegen | 
 2344 | ❓     | "rustc_codegen_ssa::back::wri | 
 2345 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2346 | ❓     | 905                           | 
 2347 | ❓     | "event compiler/rustc_codegen | 
 2348 | ❓     | "rustc_codegen_ssa::base"     | 
 2349 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2350 | ❓     | "event compiler/rustc_codegen | 
 2351 | ❓     | 393                           | 
 2352 | ❓     | "event compiler/rustc_codegen | 
 2353 | ❓     | "rustc_codegen_ssa::meth"     | 
 2354 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2355 | ❓     | "event compiler/rustc_codegen | 
 2356 | ❓     | "get_vtable"                  | 
 2357 | ❓     | 102                           | 
 2358 | ❓     | "event compiler/rustc_codegen | 
 2359 | ❓     | "rustc_codegen_ssa::mir::anal | 
 2360 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2361 | ❓     | "event compiler/rustc_codegen | 
 2362 | ❓     | 194                           | 
 2363 | ❓     | "event compiler/rustc_codegen | 
 2364 | ❓     | 312                           | 
 2365 | ❓     | "event compiler/rustc_codegen | 
 2366 | ❓     | 331                           | 
 2367 | ❓     | "event compiler/rustc_codegen | 
 2368 | ❓     | "event compiler/rustc_codegen | 
 2369 | ❓     | "event compiler/rustc_codegen | 
 2370 | ❓     | 376                           | 
 2371 | ❓     | "event compiler/rustc_codegen | 
 2372 | ❓     | 394                           | 
 2373 | ❓     | "event compiler/rustc_codegen | 
 2374 | ❓     | "rustc_codegen_ssa::mir::bloc | 
 2375 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2376 | ❓     | "event compiler/rustc_codegen | 
 2377 | ❓     | 188                           | 
 2378 | ❓     | "codegen_drop_terminator"     | 
 2379 | ❓     | 585                           | 
 2380 | ❓     | "location"                    | 
 2381 | ❓     | "target"                      | 
 2382 | ❓     | "unwind"                      | 
 2383 | ❓     | "mergeable_succ"              | 
 2384 | ❓     | "event compiler/rustc_codegen | 
 2385 | ❓     | 634                           | 
 2386 | ❓     | "event compiler/rustc_codegen | 
 2387 | ❓     | "event compiler/rustc_codegen | 
 2388 | ❓     | 636                           | 
 2389 | ❓     | "event compiler/rustc_codegen | 
 2390 | ❓     | 1186                          | 
 2391 | ❓     | "event compiler/rustc_codegen | 
 2392 | ❓     | 1318                          | 
 2393 | ❓     | "event compiler/rustc_codegen | 
 2394 | ❓     | 1350                          | 
 2395 | ❓     | "event compiler/rustc_codegen | 
 2396 | ❓     | 1360                          | 
 2397 | ❓     | "event compiler/rustc_codegen | 
 2398 | ❓     | "rustc_codegen_ssa::mir::loca | 
 2399 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2400 | ❓     | "event compiler/rustc_codegen | 
 2401 | ❓     | "event compiler/rustc_codegen | 
 2402 | ❓     | 75                            | 
 2403 | ❓     | "op.layout.ty"                | 
 2404 | ❓     | "event compiler/rustc_codegen | 
 2405 | ❓     | 76                            | 
 2406 | ❓     | "local_ty"                    | 
 2407 | ❓     | "event compiler/rustc_codegen | 
 2408 | ❓     | "rustc_codegen_ssa::mir::oper | 
 2409 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2410 | ❓     | 289                           | 
 2411 | ❓     | "event compiler/rustc_codegen | 
 2412 | ❓     | 307                           | 
 2413 | ❓     | "codegen_get_discr"           | 
 2414 | ❓     | "cast_to"                     | 
 2415 | ❓     | "event compiler/rustc_codegen | 
 2416 | ❓     | 893                           | 
 2417 | ❓     | "event compiler/rustc_codegen | 
 2418 | ❓     | "event compiler/rustc_codegen | 
 2419 | ❓     | 986                           | 
 2420 | ❓     | "event compiler/rustc_codegen | 
 2421 | ❓     | 1011                          | 
 2422 | ❓     | "event compiler/rustc_codegen | 
 2423 | ❓     | "rustc_codegen_ssa::mir::plac | 
 2424 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2425 | ❓     | 228                           | 
 2426 | ❓     | "codegen_place"               | 
 2427 | ❓     | "place_ref"                   | 
 2428 | ❓     | "event compiler/rustc_codegen | 
 2429 | ❓     | "codegen_rvalue"              | 
 2430 | ❓     | "rustc_codegen_ssa::mir::rval | 
 2431 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2432 | ❓     | 18                            | 
 2433 | ❓     | "dest"                        | 
 2434 | ❓     | "rvalue"                      | 
 2435 | ❓     | "event compiler/rustc_codegen | 
 2436 | ❓     | 61                            | 
 2437 | ❓     | "event compiler/rustc_codegen | 
 2438 | ❓     | "codegen_statement"           | 
 2439 | ❓     | "rustc_codegen_ssa::mir::stat | 
 2440 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2441 | ❓     | 9                             | 
 2442 | ❓     | "statement"                   | 
 2443 | ❓     | "event compiler/rustc_codegen | 
 2444 | ❓     | "rustc_codegen_ssa::mir"      | 
 2445 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2446 | ❓     | 130                           | 
 2447 | ❓     | "codegen_mir"                 | 
 2448 | ❓     | "instance"                    | 
 2449 | ❓     | "event compiler/rustc_codegen | 
 2450 | ❓     | 185                           | 
 2451 | ❓     | "event compiler/rustc_codegen | 
 2452 | ❓     | 262                           | 
 2453 | ❓     | "event compiler/rustc_codegen | 
 2454 | ❓     | 267                           | 
 2455 | ❓     | "event compiler/rustc_codegen | 
 2456 | ❓     | 276                           | 
 2457 | ❓     | "event compiler/rustc_codegen | 
 2458 | ❓     | "event compiler/rustc_codegen | 
 2459 | ❓     | "rustc_codegen_ssa::mono_item | 
 2460 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2461 | ❓     | 35                            | 
 2462 | ❓     | "event compiler/rustc_codegen | 
 2463 | ❓     | 54                            | 
 2464 | ❓     | "event compiler/rustc_codegen | 
 2465 | ❓     | "event compiler/rustc_codegen | 
 2466 | ❓     | "event compiler/rustc_codegen | 
 2467 | ❓     | 86                            | 
 2468 | ❓     | "event compiler/rustc_codegen | 
 2469 | ❓     | "rustc_codegen_ssa::size_of_v | 
 2470 | ❓     | "compiler/rustc_codegen_ssa/s | 
 2471 | ❓     | "event compiler/rustc_codegen | 
 2472 | ❓     | "event compiler/rustc_codegen | 
 2473 | ❓     | "event src/tools/rustfmt/src/ | 
 2474 | ❓     | "rustfmt_format_diff"         | 
 2475 | ❓     | "src/tools/rustfmt/src/format | 
 2476 | ❓     | "event src/tools/rustfmt/src/ | 
 2477 | ❓     | 97                            | 
 2478 | ❓     | "event src/tools/rustfmt/src/ | 
 2479 | ❓     | "event compiler/rustc_parse/s | 
 2480 | ❓     | "rustc_parse::parser::attr"   | 
 2481 | ❓     | "compiler/rustc_parse/src/par | 
 2482 | ❓     | 124                           | 
 2483 | ❓     | "event compiler/rustc_parse/s | 
 2484 | ❓     | "event compiler/rustc_parse/s | 
 2485 | ❓     | "rustc_parse::parser::diagnos | 
 2486 | ❓     | "compiler/rustc_parse/src/par | 
 2487 | ❓     | "event compiler/rustc_parse/s | 
 2488 | ❓     | "maybe_struct_name"           | 
 2489 | ❓     | "self.token"                  | 
 2490 | ❓     | "event compiler/rustc_parse/s | 
 2491 | ❓     | 1149                          | 
 2492 | ❓     | "event compiler/rustc_parse/s | 
 2493 | ❓     | 1172                          | 
 2494 | ❓     | "event compiler/rustc_parse/s | 
 2495 | ❓     | 1187                          | 
 2496 | ❓     | "event compiler/rustc_parse/s | 
 2497 | ❓     | 1198                          | 
 2498 | ❓     | "event compiler/rustc_parse/s | 
 2499 | ❓     | 2157                          | 
 2500 | ❓     | "event compiler/rustc_parse/s | 
 2501 | ❓     | 2159                          | 
 2502 | ❓     | "event compiler/rustc_parse/s | 
 2503 | ❓     | 2175                          | 
 2504 | ❓     | "event compiler/rustc_parse/s | 
 2505 | ❓     | 2181                          | 
 2506 | ❓     | "event compiler/rustc_parse/s | 
 2507 | ❓     | 2193                          | 
 2508 | ❓     | "event compiler/rustc_parse/s | 
 2509 | ❓     | 2202                          | 
 2510 | ❓     | "maybe_recover_struct_lit_bad | 
 2511 | ❓     | "rustc_parse::parser::expr"   | 
 2512 | ❓     | "compiler/rustc_parse/src/par | 
 2513 | ❓     | "open_paren"                  | 
 2514 | ❓     | "event compiler/rustc_parse/s | 
 2515 | ❓     | "rustc_parse::parser::item"   | 
 2516 | ❓     | "compiler/rustc_parse/src/par | 
 2517 | ❓     | 3065                          | 
 2518 | ❓     | "event compiler/rustc_parse/s | 
 2519 | ❓     | 3086                          | 
 2520 | ❓     | "event compiler/rustc_parse/s | 
 2521 | ❓     | "rustc_parse::parser::path"   | 
 2522 | ❓     | "compiler/rustc_parse/src/par | 
 2523 | ❓     | "event compiler/rustc_parse/s | 
 2524 | ❓     | 623                           | 
 2525 | ❓     | "event compiler/rustc_parse/s | 
 2526 | ❓     | "event compiler/rustc_parse/s | 
 2527 | ❓     | "rustc_parse::parser"         | 
 2528 | ❓     | "compiler/rustc_parse/src/par | 
 2529 | ❓     | 802                           | 
 2530 | ❓     | "event compiler/rustc_parse/s | 
 2531 | ❓     | 820                           | 
 2532 | ❓     | "event compiler/rustc_parse/s | 
 2533 | ❓     | "rustc_parse::lexer::unescape | 
 2534 | ❓     | "compiler/rustc_parse/src/lex | 
 2535 | ❓     | 26                            | 
 2536 | ❓     | "event compiler/rustc_parse/s | 
 2537 | ❓     | "rustc_parse::lexer"          | 
 2538 | ❓     | "compiler/rustc_parse/src/lex | 
 2539 | ❓     | "event compiler/rustc_parse/s | 
 2540 | ❓     | 866                           | 
 2541 | ❓     | "event src/tools/compiletest/ | 
 2542 | ❓     | "compiletest::directives"     | 
 2543 | ❓     | "src/tools/compiletest/src/di | 
 2544 | ❓     | 969                           | 
 2545 | ❓     | "event src/tools/compiletest/ | 
 2546 | ❓     | 980                           | 
 2547 | ❓     | "event src/tools/compiletest/ | 
 2548 | ❓     | 1087                          | 
 2549 | ❓     | "event src/tools/compiletest/ | 
 2550 | ❓     | 1115                          | 
 2551 | ❓     | "event src/tools/compiletest/ | 
 2552 | ❓     | 1118                          | 
 2553 | ❓     | "event src/tools/compiletest/ | 
 2554 | ❓     | 1487                          | 
 2555 | ❓     | "event src/tools/compiletest/ | 
 2556 | ❓     | 1488                          | 
 2557 | ❓     | "event src/tools/compiletest/ | 
 2558 | ❓     | "event src/tools/compiletest/ | 
 2559 | ❓     | 1490                          | 
 2560 | ❓     | "event src/tools/compiletest/ | 
 2561 | ❓     | 1491                          | 
 2562 | ❓     | "event src/tools/compiletest/ | 
 2563 | ❓     | 1492                          | 
 2564 | ❓     | "event src/tools/compiletest/ | 
 2565 | ❓     | 1493                          | 
 2566 | ❓     | "event src/tools/compiletest/ | 
 2567 | ❓     | 1494                          | 
 2568 | ❓     | "event src/tools/compiletest/ | 
 2569 | ❓     | 1495                          | 
 2570 | ❓     | "event src/tools/compiletest/ | 
 2571 | ❓     | 1500                          | 
 2572 | ❓     | "event src/tools/compiletest/ | 
 2573 | ❓     | "compiletest::errors"         | 
 2574 | ❓     | "src/tools/compiletest/src/er | 
 2575 | ❓     | "event src/tools/compiletest/ | 
 2576 | ❓     | "compiletest::runtest::debugi | 
 2577 | ❓     | "src/tools/compiletest/src/ru | 
 2578 | ❓     | "event src/tools/compiletest/ | 
 2579 | ❓     | "event src/tools/compiletest/ | 
 2580 | ❓     | 199                           | 
 2581 | ❓     | "event src/tools/compiletest/ | 
 2582 | ❓     | 321                           | 
 2583 | ❓     | "event src/tools/compiletest/ | 
 2584 | ❓     | "event src/tools/compiletest/ | 
 2585 | ❓     | "compiletest::runtest::mir_op | 
 2586 | ❓     | "src/tools/compiletest/src/ru | 
 2587 | ❓     | "event src/tools/compiletest/ | 
 2588 | ❓     | 114                           | 
 2589 | ❓     | "event src/tools/compiletest/ | 
 2590 | ❓     | 137                           | 
 2591 | ❓     | "event src/tools/compiletest/ | 
 2592 | ❓     | "compiletest::runtest::ui"    | 
 2593 | ❓     | "src/tools/compiletest/src/ru | 
 2594 | ❓     | "event src/tools/compiletest/ | 
 2595 | ❓     | 208                           | 
 2596 | ❓     | "event src/tools/compiletest/ | 
 2597 | ❓     | "compiletest::runtest"        | 
 2598 | ❓     | "src/tools/compiletest/src/ru | 
 2599 | ❓     | 143                           | 
 2600 | ❓     | "event src/tools/compiletest/ | 
 2601 | ❓     | 505                           | 
 2602 | ❓     | "event src/tools/compiletest/ | 
 2603 | ❓     | "event src/tools/compiletest/ | 
 2604 | ❓     | 628                           | 
 2605 | ❓     | "event src/tools/compiletest/ | 
 2606 | ❓     | 631                           | 
 2607 | ❓     | "event src/tools/compiletest/ | 
 2608 | ❓     | "event src/tools/compiletest/ | 
 2609 | ❓     | "event src/tools/compiletest/ | 
 2610 | ❓     | 686                           | 
 2611 | ❓     | "event src/tools/compiletest/ | 
 2612 | ❓     | 1642                          | 
 2613 | ❓     | "event src/tools/compiletest/ | 
 2614 | ❓     | 2033                          | 
 2615 | ❓     | "event src/tools/compiletest/ | 
 2616 | ❓     | 2053                          | 
 2617 | ❓     | "event src/tools/compiletest/ | 
 2618 | ❓     | "compiletest"                 | 
 2619 | ❓     | "src/tools/compiletest/src/li | 
 2620 | ❓     | 523                           | 
 2621 | ❓     | "config"                      | 
 2622 | ❓     | "event src/tools/compiletest/ | 
 2623 | ❓     | "event src/tools/compiletest/ | 
 2624 | ❓     | 840                           | 
 2625 | ❓     | "file_path"                   | 
 2626 | ❓     | "event src/tools/compiletest/ | 
 2627 | ❓     | 853                           | 
 2628 | ❓     | "event src/tools/compiletest/ | 
 2629 | ❓     | 857                           | 
 2630 | ❓     | "event compiler/rustc_mir_tra | 
 2631 | ❓     | "rustc_mir_transform::pass_ma | 
 2632 | ❓     | "compiler/rustc_mir_transform | 
 2633 | ❓     | "pass"                        | 
 2634 | ❓     | "event compiler/rustc_mir_tra | 
 2635 | ❓     | "overridden_passes"           | 
 2636 | ❓     | "event compiler/rustc_mir_tra | 
 2637 | ❓     | "rustc_mir_transform::check_p | 
 2638 | ❓     | "compiler/rustc_mir_transform | 
 2639 | ❓     | "event compiler/rustc_mir_tra | 
 2640 | ❓     | "event compiler/rustc_mir_tra | 
 2641 | ❓     | 210                           | 
 2642 | ❓     | "event compiler/rustc_mir_tra | 
 2643 | ❓     | 221                           | 
 2644 | ❓     | "rustc_mir_transform::elabora | 
 2645 | ❓     | "compiler/rustc_mir_transform | 
 2646 | ❓     | "event compiler/rustc_mir_tra | 
 2647 | ❓     | "elaborate_drop"              | 
 2648 | ❓     | 471                           | 
 2649 | ❓     | "bb"                          | 
 2650 | ❓     | "event compiler/rustc_mir_tra | 
 2651 | ❓     | 542                           | 
 2652 | ❓     | "event compiler/rustc_mir_tra | 
 2653 | ❓     | 555                           | 
 2654 | ❓     | "event compiler/rustc_mir_tra | 
 2655 | ❓     | "event compiler/rustc_mir_tra | 
 2656 | ❓     | 665                           | 
 2657 | ❓     | "event compiler/rustc_mir_tra | 
 2658 | ❓     | 692                           | 
 2659 | ❓     | "open_drop_for_box_contents"  | 
 2660 | ❓     | 710                           | 
 2661 | ❓     | "adt"                         | 
 2662 | ❓     | "succ"                        | 
 2663 | ❓     | "dropline"                    | 
 2664 | ❓     | "event compiler/rustc_mir_tra | 
 2665 | ❓     | "open_drop_for_adt"           | 
 2666 | ❓     | "event compiler/rustc_mir_tra | 
 2667 | ❓     | "event compiler/rustc_mir_tra | 
 2668 | ❓     | "event compiler/rustc_mir_tra | 
 2669 | ❓     | 1009                          | 
 2670 | ❓     | "event compiler/rustc_mir_tra | 
 2671 | ❓     | 1123                          | 
 2672 | ❓     | "event compiler/rustc_mir_tra | 
 2673 | ❓     | 1228                          | 
 2674 | ❓     | "event compiler/rustc_mir_tra | 
 2675 | ❓     | 1327                          | 
 2676 | ❓     | "event compiler/rustc_mir_tra | 
 2677 | ❓     | 1342                          | 
 2678 | ❓     | "event compiler/rustc_mir_tra | 
 2679 | ❓     | 1356                          | 
 2680 | ❓     | "event compiler/rustc_mir_tra | 
 2681 | ❓     | 1421                          | 
 2682 | ❓     | "event compiler/rustc_mir_tra | 
 2683 | ❓     | "rustc_mir_transform::ffi_unw | 
 2684 | ❓     | "compiler/rustc_mir_transform | 
 2685 | ❓     | 15                            | 
 2686 | ❓     | "event compiler/rustc_mir_tra | 
 2687 | ❓     | "rustc_mir_transform::lint_ta | 
 2688 | ❓     | "compiler/rustc_mir_transform | 
 2689 | ❓     | 299                           | 
 2690 | ❓     | "dropped_local"               | 
 2691 | ❓     | "event compiler/rustc_mir_tra | 
 2692 | ❓     | "event compiler/rustc_mir_tra | 
 2693 | ❓     | "event compiler/rustc_mir_tra | 
 2694 | ❓     | 339                           | 
 2695 | ❓     | "event compiler/rustc_mir_tra | 
 2696 | ❓     | "rustc_mir_transform::patch"  | 
 2697 | ❓     | "compiler/rustc_mir_transform | 
 2698 | ❓     | 198                           | 
 2699 | ❓     | "event compiler/rustc_mir_tra | 
 2700 | ❓     | 207                           | 
 2701 | ❓     | "event compiler/rustc_mir_tra | 
 2702 | ❓     | "event compiler/rustc_mir_tra | 
 2703 | ❓     | "event compiler/rustc_mir_tra | 
 2704 | ❓     | "event compiler/rustc_mir_tra | 
 2705 | ❓     | 256                           | 
 2706 | ❓     | "event compiler/rustc_mir_tra | 
 2707 | ❓     | 274                           | 
 2708 | ❓     | "event compiler/rustc_mir_tra | 
 2709 | ❓     | "rustc_mir_transform::shim::a | 
 2710 | ❓     | "compiler/rustc_mir_transform | 
 2711 | ❓     | "event compiler/rustc_mir_tra | 
 2712 | ❓     | 47                            | 
 2713 | ❓     | "event compiler/rustc_mir_tra | 
 2714 | ❓     | "rustc_mir_transform::shim"   | 
 2715 | ❓     | "compiler/rustc_mir_transform | 
 2716 | ❓     | 69                            | 
 2717 | ❓     | "event compiler/rustc_mir_tra | 
 2718 | ❓     | 146                           | 
 2719 | ❓     | "event compiler/rustc_mir_tra | 
 2720 | ❓     | "event compiler/rustc_mir_tra | 
 2721 | ❓     | "event compiler/rustc_mir_tra | 
 2722 | ❓     | "event compiler/rustc_mir_tra | 
 2723 | ❓     | 223                           | 
 2724 | ❓     | "event compiler/rustc_mir_tra | 
 2725 | ❓     | 247                           | 
 2726 | ❓     | "event compiler/rustc_mir_tra | 
 2727 | ❓     | "event compiler/rustc_mir_tra | 
 2728 | ❓     | 535                           | 
 2729 | ❓     | "build_call_shim"             | 
 2730 | ❓     | "rcvr_adjustment"             | 
 2731 | ❓     | "call_kind"                   | 
 2732 | ❓     | "event compiler/rustc_mir_tra | 
 2733 | ❓     | 872                           | 
 2734 | ❓     | "sig"                         | 
 2735 | ❓     | "event compiler/rustc_mir_tra | 
 2736 | ❓     | "event compiler/rustc_mir_tra | 
 2737 | ❓     | 1047                          | 
 2738 | ❓     | "event compiler/rustc_mir_tra | 
 2739 | ❓     | 1064                          | 
 2740 | ❓     | "event compiler/rustc_mir_tra | 
 2741 | ❓     | "rustc_mir_transform::ssa"    | 
 2742 | ❓     | "compiler/rustc_mir_transform | 
 2743 | ❓     | "visitor.borrowed_locals"     | 
 2744 | ❓     | "event compiler/rustc_mir_tra | 
 2745 | ❓     | "visitor.assignments"         | 
 2746 | ❓     | "event compiler/rustc_mir_tra | 
 2747 | ❓     | "visitor.direct_uses"         | 
 2748 | ❓     | "event compiler/rustc_mir_tra | 
 2749 | ❓     | "visitor.assignment_order"    | 
 2750 | ❓     | "compute_copy_classes"        | 
 2751 | ❓     | 294                           | 
 2752 | ❓     | "event compiler/rustc_mir_tra | 
 2753 | ❓     | 311                           | 
 2754 | ❓     | "event compiler/rustc_mir_tra | 
 2755 | ❓     | 350                           | 
 2756 | ❓     | "copies"                      | 
 2757 | ❓     | "event compiler/rustc_mir_tra | 
 2758 | ❓     | 351                           | 
 2759 | ❓     | "direct_uses"                 | 
 2760 | ❓     | "event compiler/rustc_mir_tra | 
 2761 | ❓     | 387                           | 
 2762 | ❓     | "storage_live"                | 
 2763 | ❓     | "event compiler/rustc_mir_tra | 
 2764 | ❓     | "rustc_mir_transform::add_cal | 
 2765 | ❓     | "compiler/rustc_mir_transform | 
 2766 | ❓     | "event compiler/rustc_mir_tra | 
 2767 | ❓     | "rustc_mir_transform::add_mov | 
 2768 | ❓     | "compiler/rustc_mir_transform | 
 2769 | ❓     | 42                            | 
 2770 | ❓     | "event compiler/rustc_mir_tra | 
 2771 | ❓     | "event compiler/rustc_mir_tra | 
 2772 | ❓     | "rustc_mir_transform::check_e | 
 2773 | ❓     | "compiler/rustc_mir_transform | 
 2774 | ❓     | "run_pass"                    | 
 2775 | ❓     | "rustc_mir_transform::copy_pr | 
 2776 | ❓     | "compiler/rustc_mir_transform | 
 2777 | ❓     | "event compiler/rustc_mir_tra | 
 2778 | ❓     | "event compiler/rustc_mir_tra | 
 2779 | ❓     | 33                            | 
 2780 | ❓     | "borrowed_locals"             | 
 2781 | ❓     | "event compiler/rustc_mir_tra | 
 2782 | ❓     | "copy_classes"                | 
 2783 | ❓     | "event compiler/rustc_mir_tra | 
 2784 | ❓     | "fully_moved"                 | 
 2785 | ❓     | "fully_moved_locals"          | 
 2786 | ❓     | "visit_local"                 | 
 2787 | ❓     | "ctxt"                        | 
 2788 | ❓     | "visit_operand"               | 
 2789 | ❓     | 122                           | 
 2790 | ❓     | "operand"                     | 
 2791 | ❓     | "loc"                         | 
 2792 | ❓     | "visit_statement"             | 
 2793 | ❓     | 135                           | 
 2794 | ❓     | "stmt"                        | 
 2795 | ❓     | "event compiler/rustc_mir_tra | 
 2796 | ❓     | "rustc_mir_transform::corouti | 
 2797 | ❓     | "compiler/rustc_mir_transform | 
 2798 | ❓     | "event compiler/rustc_mir_tra | 
 2799 | ❓     | 766                           | 
 2800 | ❓     | "event compiler/rustc_mir_tra | 
 2801 | ❓     | 851                           | 
 2802 | ❓     | "event compiler/rustc_mir_tra | 
 2803 | ❓     | 852                           | 
 2804 | ❓     | "event compiler/rustc_mir_tra | 
 2805 | ❓     | 944                           | 
 2806 | ❓     | "event compiler/rustc_mir_tra | 
 2807 | ❓     | "event compiler/rustc_mir_tra | 
 2808 | ❓     | "decl"                        | 
 2809 | ❓     | "event compiler/rustc_mir_tra | 
 2810 | ❓     | 992                           | 
 2811 | ❓     | "event compiler/rustc_mir_tra | 
 2812 | ❓     | "event compiler/rustc_mir_tra | 
 2813 | ❓     | 1032                          | 
 2814 | ❓     | "event compiler/rustc_mir_tra | 
 2815 | ❓     | 1053                          | 
 2816 | ❓     | "layout"                      | 
 2817 | ❓     | 1368                          | 
 2818 | ❓     | "event compiler/rustc_mir_tra | 
 2819 | ❓     | "event compiler/rustc_mir_tra | 
 2820 | ❓     | 1435                          | 
 2821 | ❓     | "errors"                      | 
 2822 | ❓     | "event compiler/rustc_mir_tra | 
 2823 | ❓     | 1799                          | 
 2824 | ❓     | "variant"                     | 
 2825 | ❓     | "event compiler/rustc_mir_tra | 
 2826 | ❓     | 1802                          | 
 2827 | ❓     | "event compiler/rustc_mir_tra | 
 2828 | ❓     | 1852                          | 
 2829 | ❓     | "event compiler/rustc_mir_tra | 
 2830 | ❓     | "rustc_mir_transform::coverag | 
 2831 | ❓     | "compiler/rustc_mir_transform | 
 2832 | ❓     | "event compiler/rustc_mir_tra | 
 2833 | ❓     | "event compiler/rustc_mir_tra | 
 2834 | ❓     | "rustc_mir_transform::coverag | 
 2835 | ❓     | "compiler/rustc_mir_transform | 
 2836 | ❓     | "event compiler/rustc_mir_tra | 
 2837 | ❓     | 37                            | 
 2838 | ❓     | "event compiler/rustc_mir_tra | 
 2839 | ❓     | "remove_unwanted_overlapping_ | 
 2840 | ❓     | "rustc_mir_transform::coverag | 
 2841 | ❓     | "compiler/rustc_mir_transform | 
 2842 | ❓     | "sorted_spans"                | 
 2843 | ❓     | "event compiler/rustc_mir_tra | 
 2844 | ❓     | "rustc_mir_transform::coverag | 
 2845 | ❓     | "compiler/rustc_mir_transform | 
 2846 | ❓     | "event compiler/rustc_mir_tra | 
 2847 | ❓     | "instrument_function_for_cove | 
 2848 | ❓     | 65                            | 
 2849 | ❓     | "event compiler/rustc_mir_tra | 
 2850 | ❓     | 79                            | 
 2851 | ❓     | "event compiler/rustc_mir_tra | 
 2852 | ❓     | "rustc_mir_transform::ctfe_li | 
 2853 | ❓     | "compiler/rustc_mir_transform | 
 2854 | ❓     | "rustc_mir_transform::dataflo | 
 2855 | ❓     | "compiler/rustc_mir_transform | 
 2856 | ❓     | "event compiler/rustc_mir_tra | 
 2857 | ❓     | "event compiler/rustc_mir_tra | 
 2858 | ❓     | 45                            | 
 2859 | ❓     | "analyze"                     | 
 2860 | ❓     | "collect"                     | 
 2861 | ❓     | "patch"                       | 
 2862 | ❓     | "assign_constant"             | 
 2863 | ❓     | 588                           | 
 2864 | ❓     | "try_make_constant"           | 
 2865 | ❓     | 804                           | 
 2866 | ❓     | "state"                       | 
 2867 | ❓     | "event compiler/rustc_mir_tra | 
 2868 | ❓     | "propagatable_scalar"         | 
 2869 | ❓     | "event compiler/rustc_mir_tra | 
 2870 | ❓     | "try_write_constant"          | 
 2871 | ❓     | 859                           | 
 2872 | ❓     | "event compiler/rustc_mir_tra | 
 2873 | ❓     | "visit_after_early_statement_ | 
 2874 | ❓     | 963                           | 
 2875 | ❓     | "visit_after_primary_statemen | 
 2876 | ❓     | "rustc_mir_transform::dest_pr | 
 2877 | ❓     | "compiler/rustc_mir_transform | 
 2878 | ❓     | "event compiler/rustc_mir_tra | 
 2879 | ❓     | "event compiler/rustc_mir_tra | 
 2880 | ❓     | "event compiler/rustc_mir_tra | 
 2881 | ❓     | "src"                         | 
 2882 | ❓     | "dst"                         | 
 2883 | ❓     | "event compiler/rustc_mir_tra | 
 2884 | ❓     | "src_live_ranges"             | 
 2885 | ❓     | "event compiler/rustc_mir_tra | 
 2886 | ❓     | "dst_live_ranges"             | 
 2887 | ❓     | "event compiler/rustc_mir_tra | 
 2888 | ❓     | 224                           | 
 2889 | ❓     | "event compiler/rustc_mir_tra | 
 2890 | ❓     | "merged_locals"               | 
 2891 | ❓     | "event compiler/rustc_mir_tra | 
 2892 | ❓     | "relevant.renames"            | 
